case,n,cost_raw,cost_gap,cost_oracle,rt
65,86,2.176693363641621,2.176693363641621,2.176693363641621,48.88
66,87,3.014847099268866,2.35799703614761,2.35799703614761,51.19
67,88,2.226029628140637,2.0440809346059314,2.0440809346059314,52.82
68,89,3.1498211578442112,3.1498211578442112,3.1498211578442112,51.87
69,90,2.977087273654896,2.977087273654896,2.977087273654896,52.72
70,91,2.6716661888648097,2.6716661888648097,2.6716661888648097,6.2
71,92,1.1961289113842777,1.1961289113842777,1.1961289113842777,6.02
72,93,1.418061920293999,1.418061920293999,1.418061920293999,6.39
73,94,1.0551399774209178,1.0146731416714743,1.0146731416714743,6.08
74,95,1.4824848615500466,1.4824848615500466,1.4824848615500466,6.46
75,96,1.468952287387147,1.468952287387147,1.468952287387147,6.53
76,97,2.069534654038359,2.069534654038359,2.069534654038359,6.58
77,98,1.6874832620623448,1.6474742386313133,1.6474742386313133,6.43
78,99,1.2410034296904848,1.187975562644916,1.187975562644916,6.47
79,100,1.9290489535574475,1.9019663617170053,1.899431821554475,6.77
80,101,1.3767711086162329,1.3767711086162329,1.376494624432294,6.62
81,102,1.3024973025738258,1.0713101409304302,1.0713101409304302,6.34
82,103,1.521746401919088,1.4888231646298327,1.4888231646298327,6.64
83,104,1.4927153980453065,1.4927153980453065,1.4927153980453065,6.24
84,105,1.19640390891553,1.19640390891553,1.1922235179816003,6.6
85,106,1.342516190993268,1.2594580354924432,1.2594580354924432,6.64
86,107,1.3506005535560326,1.3506005535560326,1.3506005535560326,6.57
87,108,1.2178885978539629,1.1852326388063115,1.1852326388063115,6.47
88,109,2.3630728973346566,2.3266449326395082,2.3266449326395082,6.58
89,110,2.2926325774569953,2.2926325774569953,2.2926325774569953,7.0
90,111,1.9534786848094465,1.7560151902598162,1.7560151902598162,6.75
91,112,1.1199355882142605,1.1199355882142605,1.1199355882142605,6.78
92,113,1.4844945468794406,1.4844945468794406,1.4844945468794406,6.56
93,114,1.7044465353468934,1.7044465353468934,1.7044465353468934,6.6
94,115,1.3285100495209938,1.3285100495209938,1.3285100495209938,6.94
95,116,1.186643102476813,1.186643102476813,1.1865139296889176,6.69
96,117,1.295358798469972,1.2323333247731842,1.2323333247731842,6.88
97,118,2.1408234029698487,1.9834725940668172,1.9834725940668172,6.86
98,119,1.5105444865740356,1.5105444865740356,1.5105444865740356,6.94
99,120,1.3081632239306697,1.2958761805196009,1.2958761805196009,6.96
