case,n,eps_h,eps_a,hpwl_star,area_star,max_abs_dh,max_abs_da
53,74,1.5092320661256502,0.9338121721379342,160.2510118484497,24393.0,2.3720756556119116,1.803168108726862
54,75,1.9008506847157962,0.7632261838399816,47.237220764160156,26508.0,2.5624204868596507,1.5358183256945563
55,76,1.3781287658028734,0.5975800417898522,159.86244201660156,23691.0,2.2234246853510995,1.8589405867112023
56,77,1.2882620510986778,0.47036173087128397,47.76680040359497,26224.0,4.45111597052717,1.6070862677863262
57,78,1.2761410425787205,0.6460126587148134,186.3966064453125,24528.0,1.9737533122219686,1.7150377841477429
58,79,1.320550934292556,0.5526363831009435,55.747272968292236,23829.0,2.283533009373435,1.7560379348460073
59,80,1.2454858559393291,0.8064152456616145,407.9580614566803,24957.0,2.247599240172094,2.0603400894451918
60,81,1.139308667166671,0.4167809016029891,93.1352676153183,22952.0,2.402791979316595,1.6788080592062606
61,82,1.9155776818875507,0.8038134910183308,66.48018455505371,22080.0,3.1959705878011166,2.1455883085778775
62,83,1.3299762782192945,0.6123988763910666,194.5011429786682,24616.0,2.2064899715718065,1.653143965952758
63,84,1.6964700842476796,0.8889007378397271,112.39431691169739,25920.0,2.3967797544929743,1.6455029175034708
64,85,1.3117215896526648,0.6356323493578995,143.16944122314453,27354.0,2.129633654641904,2.070849412256581
65,86,1.7710599356324228,0.76355693760996,98.34204483032227,28275.0,3.617947596028757,1.519975382577671
66,87,2.111344025582107,0.8417358219788569,80.49023222923279,28341.0,3.7102134022632174,1.687603686557813
67,88,2.3807270130810987,0.5887188393164942,58.62579154968262,27811.0,3.880497032114354,1.4503757171220601
68,89,1.6165760010353627,0.8278307156435716,100.36042594909668,28560.0,2.294646341834411,1.5337280372862483
69,90,1.4294231557159538,0.8862568098216224,246.75273275375366,28684.0,2.152588584080467,2.2412873371319884
70,91,2.0460063525928818,1.1407914930054694,111.90494155883789,29458.0,3.0401187807035215,1.817027273229278
71,92,1.5278644748682377,0.8536363258247388,285.3288383483887,29346.0,2.9366411362143694,4.787215402746408
72,93,0.7429960870457482,0.4243593690477594,316.18409729003906,31889.0,1.861494453948236,1.3017070053015034
73,94,0.8553193396688232,0.49823077516681136,315.01894760131836,28152.0,2.068931203343568,1.443414200069576
74,95,1.7802758040101385,0.9091210078524785,101.32797241210938,29636.0,3.1814116916742456,1.3621432644099225
75,96,1.8652205371414432,1.0746336904141094,108.4905195236206,28028.0,2.9567603570139425,1.8900222244661613
76,97,1.7583555671317606,0.98866674008975,149.06663131713867,28855.0,2.4394369471440487,1.652020062762885
77,98,0.7884201137650404,0.43402163384307,668.5984873771667,28764.0,1.40358196860713,1.5993894360101706
78,99,1.0067169369840623,0.5465050823920361,822.2041625976562,30514.0,2.4352498484833203,1.3751854148842306
79,100,2.0151343990197303,0.8351731881578466,104.68897160887718,29394.0,3.2323221752232967,1.7548903164183907
80,101,1.4095790267506367,0.7740419242017291,742.0697739124298,28730.0,1.9349170010168766,1.5882791620283365
81,102,1.4916022320484617,0.5240170452542927,327.0178073644638,28672.0,2.6271207467319817,1.2819137324184038
82,103,1.320934280149333,0.7219466872350293,408.2495574951172,30772.0,2.370164093796609,1.510688092215393
83,104,1.6507539870427306,0.9587434119052014,181.79293155670166,30200.0,2.61629894526269,1.9371746049269152
84,105,1.2282667979098894,0.6126563550770561,186.42447471618652,30492.0,2.1441337580529556,1.0676712572395908
85,106,1.4959038450928341,0.7747749047169712,376.2050666809082,31347.0,2.6453070676402506,1.5508936459291385
86,107,1.2977850837770015,0.840061256927356,454.80297088623047,36120.0,2.296979926486656,1.7551275421509234
87,108,1.0128446963112023,0.31077435933126907,223.10367584228516,34128.0,1.902613569969349,1.7241607086610382
88,109,1.7568115120250445,1.1452595073489364,267.44744300842285,37380.0,2.4351514932663716,1.4164417153733444
89,110,1.5814602787561882,0.9663724673230119,295.21309661865234,30316.0,2.759370984009909,1.7869346739909813
90,111,1.6570533052990886,1.1456565865308814,381.77225548028946,34506.0,2.25931037225812,1.7793781182900357
91,112,1.184314251196954,0.6153422187419468,1102.4193410873413,33250.0,2.29740095922754,1.4072423886466745
92,113,1.7642011437977225,0.8639936877127155,144.09477615356445,32469.0,3.034156729076859,1.5486540544118665
93,114,1.1103072121283217,0.4172379878262884,227.87420272827148,35457.0,1.7509752454241736,1.53413404891615
94,115,0.9591134253886846,0.4614118401061911,193.97042083740234,36654.0,1.9274305197316777,1.3271643367334394
95,116,1.39279515804144,0.6624600651752279,327.62664794921875,35346.0,78.44945143438748,45.91973645967409
96,117,1.1769338164065282,0.38976157818596047,1100.5634737610817,37100.0,2.0299748309390644,1.3056597188507346
97,118,1.522723998847161,1.0124180188368803,551.3836975097656,37380.0,3.2293588449436794,1.4585270461591044
98,119,1.3083725068464855,0.558447020227534,307.85122203826904,36068.0,2.5272270952030693,1.3569134671789036
99,120,1.2538895358285589,1.1669367604316925,1356.9960174560547,34715.0,2.353393684482408,1.7561956333408368
