case,n,eps_h,eps_a,hpwl_star,area_star,max_abs_dh,max_abs_da
0,21,0.7956167571305166,0.3092170760475679,4.224009275436401,6955.0,1.9642204441914715,2.71188253261358
1,22,1.7601373701651406,0.4045646065221926,4.203044295310974,9639.0,4.457961534453652,2.2259994919371104
2,23,0.4558081244359844,0.3740481659214667,7.319643974304199,9078.0,3.1304323168028607,1.811196879038636
3,24,0.5857492841684604,0.37110251678020245,2.706777635961771,8378.0,1.4255497097994467,1.6544809365133755
4,25,0.9183127470677654,0.5947878269758033,10.280011892318726,7303.0,2.188584321641039,1.2725058909081606
5,26,1.1575661322289892,0.38704098357645056,8.139575004577637,8100.0,2.7262681702453477,1.6302743304695355
6,27,0.9176979478869949,0.5388599761223534,9.79465788602829,6675.0,1.7506786668272345,1.7963991096893357
7,28,0.9244428323664176,0.657897406382485,33.46553524583578,10400.0,1.8794789605226079,1.4898278268760203
8,29,0.9144341499494761,0.37341118694676134,13.91958600282669,8736.0,1.6977559525905968,1.8405896957967456
9,30,0.7974479163512711,0.2823031864078487,17.86042496562004,9880.0,1.582732811310554,1.351824727121676
10,31,1.2130008043372467,0.4542554318572407,9.032452583312988,9384.0,3.0224767767901697,1.9071423071508669
11,32,1.0994410887679131,0.49777590281910133,8.369615083560348,9682.0,1.975953837049412,1.796266911673632
12,33,0.6752208988522679,0.47309719956826557,13.02326250076294,10010.0,2.00036709163331,1.9513566540618477
13,34,0.6983736263409996,0.3699868466773215,14.403503656387329,9600.0,2.0423330835423927,1.9264562372642091
14,35,0.8208619738158458,0.3962429117461246,19.46352607011795,8262.0,2.099417793140693,1.8373191418994426
15,36,1.0246591607568973,0.6145843065305827,24.966972589492798,10812.0,1.8623083223781907,1.8617339674509614
16,37,0.7062394926361637,0.405884352154819,25.827973037958145,11543.0,2.903635928350566,2.345842262043049
17,38,1.4596556214268253,0.7563011570642204,10.85956346988678,15872.0,2.567931101186835,1.4614700596585095
18,39,1.2239909409418108,0.42166425056600265,9.37622082233429,11500.0,2.8537210219853693,1.9208368002843719
19,40,0.9867164856654271,0.35995060919353317,17.97185468673706,12650.0,2.538206139657587,1.6299266859505959
20,41,1.4338860707672447,0.4864797267383312,16.794945240020752,11830.0,4.666358466578872,1.8166807003287582
21,42,1.0008908718895122,0.5333921239631072,18.659390926361084,13184.0,1.4917258666377935,1.5508941941826837
22,43,1.0887717335375018,0.46534905137242655,24.053417801856995,13802.0,4.097104583283515,2.7191571614879826
23,44,0.9016550197617519,0.4427846108857254,92.31591415405273,11532.0,1.5666789118084123,2.1838421120048785
24,45,1.3646763580178076,0.7983376367745507,24.38311243057251,13482.0,2.954963213769217,1.852341667188298
25,46,1.1802471836585688,0.5296611802927913,45.52871799468994,12864.0,1.8133890069107774,2.1695024719679337
26,47,0.9301269944119708,0.4221124416410331,26.750430822372437,18088.0,1.787011239245301,1.3366495220365273
27,48,1.0031987152185846,0.3189530611527398,29.070360898971558,15875.0,3.1498541804395077,1.1340997596263485
28,49,1.506885188092142,0.6159269056888044,21.06318187713623,15544.0,2.7759548818493243,1.8338231415839117
29,50,1.4008543677861076,0.4984093457330012,18.953474402427673,19710.0,2.1422110446342773,1.7583427162077951
30,51,0.6818475846052652,0.36630424485017365,69.14704132080078,18288.0,1.3696884940119423,1.8860973718531864
31,52,1.1527860246469888,0.5989473971875701,70.35037517547607,17272.0,1.972158540872738,1.627995557636752
32,53,0.9293871927605426,0.46300046602826894,35.591615088284016,16200.0,3.5044525729610254,2.053891523808295
33,54,1.5289523834081136,0.9783147368683025,36.75330150127411,17920.0,2.7407835822082136,1.6839183044785788
34,55,1.0358537786167061,0.3863760899111697,26.56203293800354,16416.0,4.047236278486949,2.0424496573573574
35,56,1.4546617524532048,0.6156368599180086,21.67288863658905,17250.0,2.4891793713237114,1.6268584766391943
36,57,1.6154813054999324,0.7769235096618847,48.86099910736084,19468.0,2.9186851564521903,1.7775102871171198
37,58,1.2922589462082565,0.5405593453630377,55.188109397888184,16758.0,3.173374479595407,1.4987586929836374
38,59,1.67013387559558,0.8804991529210806,76.70390486717224,17760.0,3.040598336202871,1.8755489974237212
39,60,1.0093597363829487,0.3547738333707873,94.90005850791931,17584.0,2.5201146283924145,1.2805015607003745
40,61,1.1441788785178408,0.40494120074272755,43.51637077331543,19388.0,1.986183135962499,1.3842279968059052
41,62,1.8250734834354603,0.8498301037702933,52.13325762748718,21504.0,2.875856388666405,1.3647694652049478
42,63,1.1111791672707025,0.4040126075608621,25.330843448638916,17856.0,3.732014370098778,1.6641442818928145
43,64,1.5105713462977715,0.9322548485112889,63.40838634967804,20538.0,6.201600576092173,2.2427103905758945
44,65,1.3381369612513927,0.6436229974298875,108.79293870925903,19344.0,2.5328647437554483,1.731655281606803
45,66,0.9776904014583792,0.5406094052358104,80.30556869506836,20349.0,2.517039615463296,1.4821070957551525
46,67,1.2526909428503585,0.4080446237866342,58.07007598876953,23056.0,2.380019111081351,1.3896909537268711
47,68,1.1463573619797511,0.33519861839813725,42.33544045686722,23373.0,1.7784763490149997,1.434246298289675
48,69,1.2497490585495399,0.7797015537206937,94.13239097595215,23858.0,1.876365354629966,1.7294580594933893
49,70,1.3651046485647118,0.8754788781230809,71.97932577133179,22218.0,2.2542066576234943,1.8991876985697764
50,71,1.339461174855097,0.46145508680465985,31.703044652938843,19764.0,2.518751786527363,1.4191898076503549
51,72,1.9662285849759162,1.0620000605597637,75.41585159301758,23688.0,2.5466856141825485,1.74602421808783
52,73,1.4060802887848705,1.0288116402811691,72.19385552406311,19239.0,2.2168872657806555,1.6296420962709641
53,74,1.4609389348985315,0.9338121721379342,160.2510118484497,24393.0,2.3720756556119116,1.9410480585921246
54,75,1.9458296571330522,0.7631958207127545,47.237220764160156,26508.0,2.6023279613064725,1.9181895154840793
55,76,1.2385725357463646,0.600034787848819,159.86244201660156,23691.0,2.2234246853510995,1.9135787618439408
