case,n,idx,tag,family,h_solver,a_solver,v_solver,hpwl_gap,area_gap,v_rel,feasible,cost_contest,hpwl_eval,area_eval
0,21,0,dit-direct-t0,DiT,4.792276978492737,8474.745030812737,0.3076923076923077,0.13453286681976465,0.21851114749284503,0.3076923076923077,True,1.9547717228329504,4.792277352734137,8474.745030812737
0,21,1,dit-direct-t0-bfix,DiT,4.792276978492737,8474.745030812737,0.3076923076923077,0.13453286681976465,0.21851114749284503,0.3076923076923077,True,1.9547717228329504,4.792277352734137,8474.745030812737
0,21,2,dit-direct-t2,DiT,5.380753934383392,9203.357854947113,0.38461538461538464,0.27384997802864314,0.323272157433086,0.38461538461538464,True,2.516360774082085,5.380754122707445,9203.357854947113
0,21,3,dit-direct-t2-bfix,DiT,5.380753934383392,9203.357854947113,0.38461538461538464,0.27384997802864314,0.323272157433086,0.38461538461538464,True,2.516360774082085,5.380754122707445,9203.357854947113
0,21,4,dit-abacus-0.55,DiT,11.55340576171875,19211.569028191392,0.5384615384615384,1.7351752880514595,1.7622672937730255,0.5384615384615384,True,7.245532457238711,11.553405786673796,19211.569028191392
0,21,5,dit-abacus-0.55-bfix,DiT,11.55340576171875,19211.569028191392,0.5384615384615384,1.7351752880514595,1.7622672937730255,0.5384615384615384,True,7.245532457238711,11.553405786673796,19211.569028191392
0,21,6,dit-abacus-0.7,DiT,10.001468658447266,17064.755716816395,0.5384615384615384,1.3677666452880368,1.4535953582769798,0.5384615384615384,True,6.354470167714631,10.0014682717656,17064.755716816395
0,21,7,dit-abacus-0.7-bfix,DiT,10.001468658447266,17064.755716816395,0.5384615384615384,1.3677666452880368,1.4535953582769798,0.5384615384615384,True,6.354470167714631,10.0014682717656,17064.755716816395
0,21,8,dit-abacus-0.85,DiT,8.157163143157959,15519.682068199802,0.5,0.9311423886165584,1.2314424253342633,0.5,True,5.0800201141358485,8.15716336170475,15519.682068199802
0,21,9,dit-abacus-0.85-bfix,DiT,8.157163143157959,15519.682068199802,0.5,0.9311423886165584,1.2314424253342633,0.5,True,5.0800201141358485,8.15716336170475,15519.682068199802
0,21,10,dit-cluster-0.55,DiT,8.078429937362671,10318.142379959332,0.2692307692307692,0.9125028244263619,0.4835574953212555,0.2692307692307692,True,2.612366613585779,8.078429669675268,10318.142379959332
0,21,11,dit-cluster-0.55-bfix,DiT,8.078429937362671,10318.142379959332,0.2692307692307692,0.9125028244263619,0.4835574953212555,0.2692307692307692,True,2.612366613585779,8.078429669675268,10318.142379959332
0,21,12,dit-cluster-0.7,DiT,8.078429937362671,10318.142379959332,0.2692307692307692,0.9125028244263619,0.4835574953212555,0.2692307692307692,True,2.612366613585779,8.078429669675268,10318.142379959332
0,21,13,dit-cluster-0.7-bfix,DiT,8.078429937362671,10318.142379959332,0.2692307692307692,0.9125028244263619,0.4835574953212555,0.2692307692307692,True,2.612366613585779,8.078429669675268,10318.142379959332
0,21,14,dit-cluster-0.85,DiT,8.078429937362671,10318.142379959332,0.2692307692307692,0.9125028244263619,0.4835574953212555,0.2692307692307692,True,2.612366613585779,8.078429669675268,10318.142379959332
0,21,15,dit-cluster-0.85-bfix,DiT,8.078429937362671,10318.142379959332,0.2692307692307692,0.9125028244263619,0.4835574953212555,0.2692307692307692,True,2.612366613585779,8.078429669675268,10318.142379959332
0,21,16,dit-skyline-0.55,DiT,7.312950968742371,9856.531326168519,0.23076923076923078,0.7312819854423517,0.417186387659025,0.23076923076923078,True,2.242594726659219,7.312951164904442,9856.531326168519
0,21,17,dit-skyline-0.7,DiT,7.312950968742371,9856.531326168519,0.23076923076923078,0.7312819854423517,0.417186387659025,0.23076923076923078,True,2.242594726659219,7.312951164904442,9856.531326168519
0,21,18,dit-skyline-0.85,DiT,7.312950968742371,9856.531326168519,0.23076923076923078,0.7312819854423517,0.417186387659025,0.23076923076923078,True,2.242594726659219,7.312951164904442,9856.531326168519
0,21,19,nn-skyline-0.55,classical,7.480224132537842,9313.696873860752,0.23076923076923078,0.7708825906760973,0.33913686180600316,0.23076923076923078,True,2.215208284615467,7.480224488724679,9313.696873860752
0,21,20,nn-skyline-0.7,classical,7.480224132537842,9313.696873860752,0.23076923076923078,0.7708825906760973,0.33913686180600316,0.23076923076923078,True,2.215208284615467,7.480224488724679,9313.696873860752
0,21,21,nn-skyline-0.85,classical,7.480224132537842,9313.696873860752,0.23076923076923078,0.7708825906760973,0.33913686180600316,0.23076923076923078,True,2.215208284615467,7.480224488724679,9313.696873860752
0,21,22,nn-shelf-0.5,classical,7.931082725524902,10449.0,0.2692307692307692,0.8776196171650357,0.502372393961179,0.2692307692307692,True,2.6000063169399104,7.931082678646455,10449.0
0,21,23,nn-shelf-0.65,classical,7.931082725524902,10449.0,0.2692307692307692,0.8776196171650357,0.502372393961179,0.2692307692307692,True,2.6000063169399104,7.931082678646455,10449.0
0,21,24,nn-shelf-0.8,classical,7.931082725524902,10449.0,0.2692307692307692,0.8776196171650357,0.502372393961179,0.2692307692307692,True,2.6000063169399104,7.931082678646455,10449.0
0,21,25,spread-0.55,classical,7.98847222328186,8486.853372762022,0.38461538461538464,0.8912062298338604,0.22025210248195853,0.38461538461538464,True,3.014702924719561,7.988472656581333,8486.853372762022
0,21,26,spread-0.7,classical,7.98847222328186,8486.853372762022,0.38461538461538464,0.8912062298338604,0.22025210248195853,0.38461538461538464,True,3.014702924719561,7.988472656581333,8486.853372762022
0,21,27,spread-0.85,classical,7.98847222328186,8486.853372762022,0.38461538461538464,0.8912062298338604,0.22025210248195853,0.38461538461538464,True,3.014702924719561,7.988472656581333,8486.853372762022
0,21,28,skyline-clust-0.55,classical,7.584702014923096,9313.696873860752,0.23076923076923078,0.7956167571305167,0.33913686180600316,0.2692307692307692,True,2.4113604956626764,7.584701837248335,9313.696873860752
0,21,29,dp-skyline-0.55,classical,7.633558392524719,9105.604763910835,0.2692307692307692,0.8071831716488251,0.3092170760475679,0.2692307692307692,True,2.397242450115707,7.6335584794572116,9105.604763910835
0,21,30,abacus-0.55,classical,8.541948080062866,11289.411419265663,0.4230769230769231,1.022237054356252,0.6232079682624966,0.4230769230769231,True,3.8145064507156756,8.541948074731994,11289.411419265663
0,21,31,skyline-clust-0.7,classical,7.584702014923096,9313.696873860752,0.23076923076923078,0.7956167571305167,0.33913686180600316,0.2692307692307692,True,2.4113604956626764,7.584701837248335,9313.696873860752
0,21,32,dp-skyline-0.7,classical,7.633558392524719,9105.604763910835,0.2692307692307692,0.8071831716488251,0.3092170760475679,0.2692307692307692,True,2.397242450115707,7.6335584794572116,9105.604763910835
0,21,33,abacus-0.7,classical,8.541948080062866,11289.411419265663,0.4230769230769231,1.022237054356252,0.6232079682624966,0.4230769230769231,True,3.8145064507156756,8.541948074731994,11289.411419265663
0,21,34,skyline-clust-0.85,classical,7.584702014923096,9313.696873860752,0.23076923076923078,0.7956167571305167,0.33913686180600316,0.2692307692307692,True,2.4113604956626764,7.584701837248335,9313.696873860752
0,21,35,dp-skyline-0.85,classical,7.633558392524719,9105.604763910835,0.2692307692307692,0.8071831716488251,0.3092170760475679,0.2692307692307692,True,2.397242450115707,7.6335584794572116,9105.604763910835
0,21,36,abacus-0.85,classical,8.541948080062866,11289.411419265663,0.4230769230769231,1.022237054356252,0.6232079682624966,0.4230769230769231,True,3.8145064507156756,8.541948074731994,11289.411419265663
0,21,37,shelf-0.5,classical,8.153558015823364,10945.0,0.2692307692307692,0.9302888602068292,0.573687994248742,0.2692307692307692,True,2.695379730486447,8.153558049785206,10945.0
0,21,38,shelf-0.65,classical,8.153558015823364,10945.0,0.2692307692307692,0.9302888602068292,0.573687994248742,0.2692307692307692,True,2.695379730486447,8.153558049785206,10945.0
0,21,39,shelf-0.8,classical,8.153558015823364,10945.0,0.2692307692307692,0.9302888602068292,0.573687994248742,0.2692307692307692,True,2.695379730486447,8.153558049785206,10945.0
0,21,40,boundary-fix,classical,7.480224132537842,9313.696873860752,0.23076923076923078,0.7708825906760973,0.33913686180600316,0.23076923076923078,True,2.215208284615467,7.480224488724679,9313.696873860752
0,21,41,dp-nudge,classical,11.085104942321777,23902.12890681585,0.5384615384615384,1.6243087004684964,2.436682804718311,0.5384615384615384,True,7.988280008429779,11.085104292387378,23902.12890681585
0,21,42,sp-sa,classical,11.902754783630371,11126.158904835263,0.38461538461538464,1.8178809764289448,0.5997352846635893,0.34615384615384615,False,10.0,11.902755381511646,11126.158904835263
0,21,43,selected,selected,7.480224132537842,9313.696873860752,0.23076923076923078,0.7708825906760973,0.33913686180600316,0.23076923076923078,True,2.215208284615467,7.480224488724679,9313.696873860752
1,22,0,dit-direct-t0,DiT,4.500240921974182,10324.202611428209,0.41379310344827586,0.07070984929194901,0.07108648318582933,0.41379310344827586,True,2.14513393433297,4.500240923999799,10324.202611428209
1,22,1,dit-direct-t0-bfix,DiT,4.500240921974182,10324.202611428209,0.41379310344827586,0.07070984929194901,0.07108648318582933,0.41379310344827586,True,2.14513393433297,4.500240923999799,10324.202611428209
1,22,2,dit-direct-t1,DiT,4.483091831207275,10126.290895755039,0.3793103448275862,0.06662965745702051,0.05055409230781605,0.3793103448275862,True,1.9791716022133634,4.4830916969842285,10126.290895755039
1,22,3,dit-direct-t1-bfix,DiT,4.483091831207275,10126.290895755039,0.3793103448275862,0.06662965745702051,0.05055409230781605,0.3793103448275862,True,1.9791716022133634,4.4830916969842285,10126.290895755039
1,22,4,dit-direct-t2,DiT,4.357702016830444,11027.294309352385,0.4482758620689655,0.03679663232812712,0.1440288732599216,0.4482758620689655,True,2.3401759075323927,4.357702170904364,11027.294309352385
1,22,5,dit-direct-t2-bfix,DiT,4.357702016830444,11027.294309352385,0.4482758620689655,0.03679663232812712,0.1440288732599216,0.4482758620689655,True,2.3401759075323927,4.357702170904364,11027.294309352385
1,22,6,dit-abacus-0.55,DiT,13.919855117797852,21530.596224835554,0.6551724137931034,2.3118505516607737,1.2336960498843816,0.6551724137931034,True,9.000777101830314,13.919854568080318,21530.596224835557
1,22,7,dit-abacus-0.55-bfix,DiT,13.919855117797852,21530.596224835554,0.6551724137931034,2.3118505516607737,1.2336960498843816,0.6551724137931034,True,9.000777101830314,13.919854568080318,21530.596224835557
1,22,8,dit-abacus-0.7,DiT,12.977789878845215,23245.640786719967,0.6551724137931034,2.0877118137500252,1.4116236940263478,0.6551724137931034,True,8.925773538695765,12.977789524346345,23245.640786719967
1,22,9,dit-abacus-0.7-bfix,DiT,12.977789878845215,23245.640786719967,0.6551724137931034,2.0877118137500252,1.4116236940263478,0.6551724137931034,True,8.925773538695765,12.977789524346345,23245.640786719967
1,22,10,dit-abacus-0.85,DiT,10.965681076049805,25199.226458318593,0.6551724137931034,1.6089852875244581,1.6142988337294941,0.6551724137931034,True,8.477724468465752,10.965680729279935,25199.226458318593
1,22,11,dit-abacus-0.85-bfix,DiT,10.965681076049805,25199.226458318593,0.6551724137931034,1.6089852875244581,1.6142988337294941,0.6551724137931034,True,8.477724468465752,10.965680729279935,25199.226458318593
1,22,12,dit-cluster-0.55,DiT,14.149117469787598,15474.467959745278,0.41379310344827586,2.3663974663243423,0.6054018009902767,0.41379310344827586,True,4.9795469164288715,14.149117666583845,15474.467959745278
1,22,13,dit-cluster-0.55-bfix,DiT,14.149117469787598,15474.467959745278,0.41379310344827586,2.3663974663243423,0.6054018009902767,0.41379310344827586,True,4.9795469164288715,14.149117666583845,15474.467959745278
