case,n,tag,family,v_rel,rho_raw,rho_gap
0,21,dit-direct-t0,DiT,0.3076923076923077,1.1094468032125104,1.0185095053027424
0,21,dit-direct-t0-bfix,DiT,0.3076923076923077,1.1094468032125104,1.0185095053027424
0,21,dit-direct-t2,DiT,0.38461538461538464,1.0916425700749377,1.0160514365652882
0,21,dit-direct-t2-bfix,DiT,0.38461538461538464,1.0916425700749377,1.0160514365652882
0,21,dit-abacus-0.55,DiT,0.5384615384615384,1.0765722287689454,1.0139708103585003
0,21,dit-abacus-0.55-bfix,DiT,0.5384615384615384,1.0765722287689454,1.0139708103585003
0,21,dit-abacus-0.7,DiT,0.5384615384615384,1.0903303730146294,1.0158703034158096
0,21,dit-abacus-0.7-bfix,DiT,0.5384615384615384,1.0903303730146294,1.0158703034158096
0,21,dit-abacus-0.85,DiT,0.5,1.148404853642135,1.0238881500508452
0,21,dit-abacus-0.85-bfix,DiT,0.5,1.148404853642135,1.0238881500508452
0,21,dit-cluster-0.55,DiT,0.2692307692307692,0.9363207337144777,0.9946074378989967
0,21,dit-cluster-0.55-bfix,DiT,0.2692307692307692,0.9363207337144777,0.9946074378989967
0,21,dit-cluster-0.7,DiT,0.2692307692307692,0.9363207337144777,0.9946074378989967
0,21,dit-cluster-0.7-bfix,DiT,0.2692307692307692,0.9363207337144777,0.9946074378989967
0,21,dit-cluster-0.85,DiT,0.2692307692307692,0.9363207337144777,0.9946074378989967
0,21,dit-cluster-0.85-bfix,DiT,0.2692307692307692,0.9363207337144777,0.9946074378989967
0,21,dit-skyline-0.55,DiT,0.23076923076923078,0.9646899127787759,0.9985241120847687
0,21,dit-skyline-0.7,DiT,0.23076923076923078,0.9646899127787759,0.9985241120847687
0,21,dit-skyline-0.85,DiT,0.23076923076923078,0.9646899127787759,0.9985241120847687
0,21,nn-skyline-0.55,classical,0.23076923076923078,0.9229433344284377,0.9927604889685787
0,21,nn-skyline-0.7,classical,0.23076923076923078,0.9229433344284377,0.9927604889685787
0,21,nn-skyline-0.85,classical,0.23076923076923078,0.9229433344284377,0.9927604889685787
0,21,nn-shelf-0.5,classical,0.2692307692307692,0.9526576117003288,0.9968629251997595
0,21,nn-shelf-0.65,classical,0.2692307692307692,0.9526576117003288,0.9968629251997595
0,21,nn-shelf-0.8,classical,0.2692307692307692,0.9526576117003288,0.9968629251997595
0,21,spread-0.55,classical,0.38461538461538464,0.8408499951195058,0.98142652053285
0,21,spread-0.7,classical,0.38461538461538464,0.8408499951195058,0.98142652053285
0,21,spread-0.85,classical,0.38461538461538464,0.8408499951195058,0.98142652053285
0,21,skyline-clust-0.55,classical,0.2692307692307692,0.847885465506591,0.9183292580570381
0,21,dp-skyline-0.55,classical,0.2692307692307692,0.900538175636765,0.9896672076599694
0,21,abacus-0.55,classical,0.4230769230769231,0.9543253432957917,0.9970931728704358
0,21,skyline-clust-0.7,classical,0.2692307692307692,0.847885465506591,0.9183292580570381
0,21,dp-skyline-0.7,classical,0.2692307692307692,0.900538175636765,0.9896672076599694
0,21,abacus-0.7,classical,0.4230769230769231,0.9543253432957917,0.9970931728704358
0,21,skyline-clust-0.85,classical,0.2692307692307692,0.847885465506591,0.9183292580570381
0,21,dp-skyline-0.85,classical,0.2692307692307692,0.900538175636765,0.9896672076599694
0,21,abacus-0.85,classical,0.4230769230769231,0.9543253432957917,0.9970931728704358
0,21,shelf-0.5,classical,0.2692307692307692,0.9625429564624925,0.9982277099693292
0,21,shelf-0.65,classical,0.2692307692307692,0.9625429564624925,0.9982277099693292
0,21,shelf-0.8,classical,0.2692307692307692,0.9625429564624925,0.9982277099693292
0,21,boundary-fix,classical,0.23076923076923078,0.9229433344284377,0.9927604889685787
0,21,dp-nudge,classical,0.5384615384615384,1.2145476312681265,1.033019981103904
1,22,dit-direct-t0,DiT,0.41379310344827586,1.373677685294082,1.095496119852271
1,22,dit-direct-t0-bfix,DiT,0.41379310344827586,1.373677685294082,1.095496119852271
1,22,dit-direct-t1,DiT,0.3793103448275862,1.3630263940618585,1.0927741143385032
1,22,dit-direct-t1-bfix,DiT,0.3793103448275862,1.3630263940618585,1.0927741143385032
1,22,dit-direct-t2,DiT,0.4482758620689655,1.440851440313723,1.1126628615735323
1,22,dit-direct-t2-bfix,DiT,0.4482758620689655,1.440851440313723,1.1126628615735323
1,22,dit-abacus-0.55,DiT,0.6551724137931034,1.1068810162497007,1.0273142590730704
1,22,dit-abacus-0.55-bfix,DiT,0.6551724137931034,1.1068810162497007,1.0273142590730704
1,22,dit-abacus-0.7,DiT,0.6551724137931034,1.204880589823534,1.0523587748261516
1,22,dit-abacus-0.7-bfix,DiT,0.6551724137931034,1.204880589823534,1.0523587748261516
1,22,dit-abacus-0.85,DiT,0.6551724137931034,1.374831323785578,1.0957909526988012
1,22,dit-abacus-0.85-bfix,DiT,0.6551724137931034,1.374831323785578,1.0957909526988012
1,22,dit-cluster-0.55,DiT,0.41379310344827586,0.8878174155195304,0.9713308975943568
1,22,dit-cluster-0.55-bfix,DiT,0.41379310344827586,0.8878174155195304,0.9713308975943568
1,22,dit-cluster-0.7,DiT,0.41379310344827586,0.8878174155195304,0.9713308975943568
1,22,dit-cluster-0.7-bfix,DiT,0.41379310344827586,0.8878174155195304,0.9713308975943568
