case,n,eps_h,eps_a,hpwl_star,area_star,max_abs_dh,max_abs_da
70,91,2.0913298132810705,1.1463039044255492,111.90494155883789,29458.0,3.0401187807035215,1.731368015708663
71,92,1.5214769371985857,0.8536363258247388,285.3288383483887,29346.0,2.9366411362143694,4.787215402746408
72,93,0.7429960870457482,0.46084574685084223,316.18409729003906,31889.0,1.861494453948236,1.2883964757970552
73,94,0.8285507301901773,0.49823077516681136,315.01894760131836,28152.0,2.068931203343568,1.150125828811828
74,95,1.8198667694688657,0.9091210078524785,101.32797241210938,29636.0,3.1814116916742456,1.294004776615316
75,96,1.8652205371414432,1.0890252126839668,108.4905195236206,28028.0,2.9567603570139425,1.7589234468822532
76,97,1.7570491288864512,0.98866674008975,149.06663131713867,28855.0,2.4394369471440487,1.645699718887188
77,98,0.9161326956592011,0.44274331741929007,668.5984873771667,28764.0,1.5026881083788188,1.5670736833902366
78,99,1.0591896696996317,0.5465050823920361,822.2041625976562,30514.0,2.4352498484833203,1.5847262175089394
79,100,2.0930928714591315,0.8770580903444882,104.68897160887718,29394.0,3.2323221752232967,1.6973542338121301
80,101,1.41201765325237,0.7740419242017291,742.0697739124298,28730.0,1.9349170010168766,1.637757457058718
81,102,1.4916022320484617,0.5240170452542927,327.0178073644638,28672.0,2.6271207467319817,1.4196879054466989
82,103,1.1642685269127782,0.7202839532813468,408.2495574951172,30772.0,2.370164093796609,1.5759121490413948
83,104,1.6507539870427306,0.9781920240866475,181.79293155670166,30200.0,2.61629894526269,1.8729493671148048
84,105,1.3839402765195827,0.5082909650482161,186.42447471618652,30492.0,2.1441337580529556,1.2903823124716443
85,106,1.804604565003801,0.7834915376319873,376.2050666809082,31347.0,2.6453070676402506,1.5591480948023444
86,107,1.2021635645780466,0.8948489309034748,454.80297088623047,36120.0,2.296979926486656,1.601733376958838
87,108,1.0429167094751044,0.31077435933126907,223.10367584228516,34128.0,1.902613569969349,1.8445544155614833
88,109,1.7568115120250445,1.1373755320249703,267.44744300842285,37380.0,2.4351514932663716,1.4164417153733444
89,110,1.6016003020689844,1.01959619710088,295.21309661865234,30316.0,2.759370984009909,2.0488735130204647
90,111,1.572641757800329,0.7597459826351323,381.77225548028946,34506.0,2.476409510854482,1.6974339862111059
91,112,1.184314251196954,0.6076086864318602,1102.4193410873413,33250.0,2.29740095922754,1.410416441196894
92,113,1.644340496680726,0.8487178324718572,144.09477615356445,32469.0,3.034156729076859,1.3665646259659667
93,114,1.2298380837928256,0.4172379878262884,227.87420272827148,35457.0,1.9219196320042788,1.4985726428379904
94,115,0.9214736592562127,0.4470058570032378,193.97042083740234,36654.0,1.9274305197316777,1.225407241021533
95,116,1.407938311715597,0.6624600651752279,327.62664794921875,35346.0,78.44945143438748,45.91973645967409
96,117,1.1769338164065282,0.39209188731056654,1100.5634737610817,37100.0,2.0351678008532805,1.2129130933420431
97,118,1.548314376703138,1.0124180188368803,551.3836975097656,37380.0,3.2293588449436794,1.4585270461591044
98,119,1.3625592286029846,0.5278240488901478,307.85122203826904,36068.0,2.5272270952030693,1.628549585390329
99,120,1.1822123980756407,1.1669367604316925,1356.9960174560547,34715.0,2.353393684482408,1.828076884730679
